size,image_quality,1,2,4,8,16,32
14400,160x90,12,15,20,34,64,126
16000,160x100,11,13,18,33,61,126
19200,160x120,11,13,17,29,57,112
43200,240x180,12,16,22,41,78,157
57600,320x180,12,23,23,38,99,144
64000,320x200,12,16,23,40,76,151
76800,320x240,13,16,24,43,84,167
129600,480x270,13,17,25,43,82,162
144000,480x300,13,17,25,45,88,175
172800,480x360,14,18,28,50,98,197
230400,640x360,13,18,25,44,86,170
256000,640x400,13,18,26,46,90,179
307200,640x480,14,18,28,52,101,202
360000,800x450,15,21,32,58,113,224
400000,800x500,15,22,34,63,124,246
480000,800x600,16,23,39,71,141,281
589824,1024x576,17,24,40,73,145,285
655360,1024x640,17,26,42,79,156,310
786432,1024x768,19,28,47,91,181,358
921600,1280x720,19,29,48,92,178,355
1024000,1280x800,19,30,52,99,196,388
1228800,1280x960,21,34,59,114,226,449
1296000,1440x900,22,35,63,120,236,471
1555200,1440x1080,25,40,72,139,276,551
2073600,1920x1080,28,47,86,166,328,652
