size,image_quality,1,2,4,8,16,32
14400,160x90,24,21,21,23,24,21
16000,160x100,23,21,21,20,22,24
19200,160x120,23,21,20,20,24,21
43200,240x180,24,20,21,20,21,20
57600,320x180,23,24,21,20,21,24
64000,320x200,24,24,21,23,22,21
76800,320x240,24,21,21,20,22,22
129600,480x270,24,20,21,20,20,21
144000,480x300,24,20,20,20,20,23
172800,480x360,23,20,20,20,21,21
230400,640x360,23,24,20,19,21,20
256000,640x400,23,23,21,20,21,21
307200,640x480,23,21,20,20,21,21
360000,800x450,23,24,21,20,24,21
400000,800x500,23,21,20,23,23,22
480000,800x600,21,20,20,20,22,22
589824,1024x576,23,24,20,20,22,21
655360,1024x640,23,20,20,20,22,21
786432,1024x768,23,21,20,20,24,21
921600,1280x720,23,23,20,20,21,23
1024000,1280x800,23,23,20,20,23,22
1228800,1280x960,23,20,20,20,21,24
1296000,1440x900,23,23,20,20,22,22
1555200,1440x1080,24,20,20,20,23,20
2073600,1920x1080,23,20,20,20,21,22
